"('breast', 'cancer')",416
"('prostate', 'cancer')",221
"('cancer', 'risk')",143
"('cancer', 'res')",137
"('cancer', 'prevention')",129
"('lung', 'cancer')",129
"('colorectal', 'cancer')",115
"('physical', 'activity')",114
"('red', 'meat')",114
"('cancer', 'cells')",113
"('colon', 'cancer')",111
"('cancer', 'mortality')",108
"('cancer', 'incidence')",104
"('adipose', 'tissue')",101
"('beta', 'carotene')",96
"('men', 'women')",93
"('cancer', 'epidemiol')",84
"('total', 'cancer')",83
"('pi', 'men')",82
"('cancer', 'cancer')",80
"('cell', 'lines')",78
"('gene', 'expression')",72
"('selenium', 'vitamin')",72
"('epidemiol', 'biomarkers')",70
"('ovarian', 'cancer')",66
"('esophageal', 'cancer')",65
"('growth', 'factor')",64
"('cell', 'cycle')",62
"('processed', 'meat')",62
"('protein', 'kinase')",62
"('dietary', 'intervention')",61
"('mushroom', 'extract')",61
"('cancer', 'cell')",59
"('fatty', 'acid')",59
"('plasma', 'selenium')",57
"('cell', 'proliferation')",56
"('vitamin', 'selenium')",55
"('copy', 'number')",54
"('intervention', 'group')",53
"('relative', 'risk')",52
"('control', 'group')",51
"('dietary', 'fat')",51
"('engl', 'med')",51
"('united', 'states')",51
"('vitamin', 'receptor')",51
"('total', 'mortality')",50
"('deaths', 'death')",48
"('white', 'meat')",48
"('int', 'cancer')",47
"('meat', 'intake')",47
"('baseline', 'plasma')",46
"('insulin', 'resistance')",46
"('body', 'mass')",45
"('nutr', 'cancer')",45
"('prevention', 'cancer')",45
"('dietary', 'pattern')",44
"('energy', 'intake')",42
"('fat', 'intake')",42
"('increased', 'risk')",42
"('among', 'women')",41
"('heme', 'iron')",41
"('mass', 'index')",41
"('soy', 'protein')",41
"('body', 'weight')",40
"('tumor', 'growth')",40
"('type', 'diabetes')",40
"('among', 'men')",39
"('cancer', 'deaths')",39
"('june', 'cancer')",39
"('selenium', 'supplementation')",39
"('carotene', 'vitamin')",38
"('cell', 'growth')",38
"('cell', 'line')",38
"('confidence', 'interval')",38
"('per', 'day')",38
"('smoking', 'status')",38
"('cardiovascular', 'disease')",37
"('hazard', 'ratio')",37
"('public', 'health')",37
"('risk', 'colorectal')",36
"('plasma', 'vitamin')",35
"('risk', 'factors')",35
"('meat', 'consumption')",34
"('metabolic', 'syndrome')",34
"('risk', 'cancer')",34
"('vegetables', 'fruit')",34
"('dietary', 'intake')",33
"('glycemic', 'load')",33
"('squamous', 'cell')",33
"('clin', 'nutr')",32
"('treatment', 'group')",32
"('cancer', 'center')",31
"('clin', 'oncol')",31
"('dietary', 'components')",31
"('effect', 'dietary')",31
"('gastric', 'cancer')",31
"('postmenopausal', 'women')",31
"('protective', 'effect')",31
"('stomach', 'cancer')",31
"('adjusted', 'modeld')",30
"('basic', 'modelc')",30
"('deaths', 'basic')",30
"('fr', 'mice')",30
"('hazard', 'ratios')",30
"('human', 'prostate')",30
"('massachusetts', 'medical')",30
"('medical', 'society')",30
"('modelc', 'adjusted')",30
"('reduced', 'risk')",30
"('statistically', 'significant')",30
"('copyright', 'massachusetts')",29
"('meat', 'diet')",29
"('mice', 'fed')",29
"('proc', 'acad')",29
"('cancer', 'causes')",28
"('cancer', 'patients')",28
"('dna', 'damage')",28
"('gi', 'gl')",28
"('permission', 'copyright')",28
"('selenium', 'status')",28
"('tumor', 'cells')",28
"('weight', 'loss')",28
"('without', 'permission')",28
"('breast', 'tissue')",27
"('effect', 'selenium')",27
"('june', 'personal')",27
"('medicine', 'june')",27
"('personal', 'uses')",27
"('plasma', 'homocysteine')",27
"('uses', 'without')",27
"('caloric', 'intake')",26
"('causes', 'control')",26
"('gastric', 'cardia')",26
"('randomized', 'trial')",26
"('sample', 'size')",26
"('sex', 'age')",26
"('comparison', 'group')",25
"('dietary', 'factors')",25
"('growth', 'factors')",25
"('intervention', 'comparison')",25
"('molecular', 'targets')",25
"('placebo', 'group')",25
"('plasma', 'folate')",25
"('risk', 'colon')",25
"('women', 'intervention')",25
"('cancer', 'june')",24
"('end', 'points')",24
"('food', 'nutrition')",24
"('never', 'smoked')",24
"('tumor', 'suppressor')",24
"('associated', 'increased')",23
"('biol', 'chem')",23
"('cancer', 'clin')",23
"('cases', 'controls')",23
"('energy', 'fat')",23
"('energy', 'restriction')",23
"('esophageal', 'gastric')",23
"('family', 'history')",23
"('food', 'frequency')",23
"('former', 'smokers')",23
"('https', 'june')",23
"('intervention', 'nutrition')",23
"('medical', 'center')",23
"('proportional', 'hazards')",23
"('risk', 'factor')",23
"('world', 'cancer')",23
"('cardia', 'cancer')",22
"('cox', 'proportional')",22
"('frequency', 'questionnaire')",22
"('general', 'population')",22
"('healthy', 'eating')",22
"('heart', 'disease')",22
"('los', 'angeles')",22
"('red', 'processed')",22
"('risk', 'breast')",22
"('serum', 'selenium')",22
"('statistical', 'analysis')",22
"('statistically', 'signi\xef\xac\x81')",22
"('years', 'age')",22
"('aged', 'years')",21
"('cancer', 'among')",21
"('data', 'shown')",21
"('eating', 'living')",21
"('mortality', 'cancer')",21
"('prevention', 'trial')",21
"('randomly', 'assigned')",21
"('receptor', 'gene')",21
"('relative', 'risks')",21
"('white', 'button')",21
"('women', 'healthy')",21
"('bioactive', 'food')",20
"('cell', 'death')",20
"('colon', 'carcinogenesis')",20
"('control', 'groups')",20
"('epithelial', 'cells')",20
