"('breast', 'cancer', 'risk')",198
"('risk', 'breast', 'cancer')",143
"('cancer', 'epidemiol', 'biomarkers')",125
"('risk', 'colorectal', 'cancer')",101
"('prostate', 'cancer', 'risk')",95
"('fruit', 'vegetable', 'intake')",84
"('cancer', 'causes', 'control')",70
"('total', 'cancer', 'incidence')",63
"('postmenopausal', 'breast', 'cancer')",59
"('total', 'energy', 'intake')",57
"('diet', 'quality', 'scores')",56
"('dietary', 'in\xef\xac\x82ammatory', 'index')",56
"('body', 'mass', 'index')",55
"('colorectal', 'cancer', 'risk')",55
"('colon', 'rectal', 'cancer')",53
"('investigation', 'cancer', 'nutrition')",51
"('red', 'meat', 'consumption')",51
"('risk', 'colon', 'cancer')",49
"('prospective', 'investigation', 'cancer')",48
"('cox', 'proportional', 'hazards')",47
"('red', 'processed', 'meat')",47
"('quartile', 'quartile', 'quartile')",45
"('risk', 'rectal', 'cancer')",44
"('baseline', 'plasma', 'selenium')",41
"('nutrition', 'physical', 'activity')",40
"('prospective', 'cohort', 'studies')",40
"('total', 'cancer', 'mortality')",40
"('healthy', 'eating', 'index')",39
"('associated', 'lower', 'risk')",38
"('beta', 'carotene', 'vitamin')",38
"('cancer', 'incidence', 'mortality')",38
"('dietary', '\xef\xac\x81ber', 'intake')",38
"('white', 'button', 'mushroom')",38
"('breast', 'cancer', 'cancer')",36
"('food', 'frequency', 'questionnaire')",36
"('meat', 'mutagen', 'index')",36
"('smoking', 'status', 'never')",35
"('associated', 'increased', 'risk')",33
"('coronary', 'heart', 'disease')",33
"('intake', 'breast', 'cancer')",33
"('red', 'meat', 'intake')",33
"('age', 'first', 'birth')",32
"('ovarian', 'cancer', 'risk')",32
"('risk', 'lung', 'cancer')",32
"('risk', 'prostate', 'cancer')",32
"('colon', 'cancer', 'risk')",31
"('family', 'history', 'breast')",31
"('history', 'breast', 'cancer')",31
"('parity', 'age', 'first')",31
"('deaths', 'basic', 'adjusted')",30
"('global', 'dna', 'methylation')",30
"('never', 'former', 'current')",30
"('world', 'cancer', 'fund')",30
"('cancer', 'cancer', 'epidemiol')",29
"('head', 'neck', 'cancer')",29
"('total', 'vegetable', 'intake')",29
"('cancer', 'prevention', 'ii')",28
"('epithelial', 'ovarian', 'cancer')",28
"('initial', 'review', 'completed')",28
"('mediterranean', 'diet', 'score')",28
"('proportional', 'hazards', 'models')",28
"('cancer', 'deaths', 'death')",27
"('medicine', 'without', 'medical')",27
"('without', 'medical', 'society')",27
"('breast', 'cancer', 'incidence')",26
"('cancer', 'risk', 'among')",26
"('intake', 'red', 'meat')",26
"('rectal', 'cancer', 'risk')",26
"('breast', 'cancer', 'cells')",25
"('breast', 'cancer', 'treat')",25
"('cancer', 'global', 'perspective')",25
"('food', 'nutrition', 'physical')",25
"('invasive', 'breast', 'cancer')",25
"('lung', 'cancer', 'risk')",25
"('meat', 'processed', 'meat')",25
"('processed', 'meat', 'intake')",25
"('status', 'never', 'former')",25
"('breast', 'cancer', 'cases')",24
"('carotene', 'vitamin', 'selenium')",24
"('cases', 'median', 'intake')",24
"('diet', 'physical', 'activity')",24
"('intake', 'years', 'model')",24
"('meat', 'red', 'meat')",24
"('median', 'intake', 'years')",24
"('prevention', 'cancer', 'global')",24
"('years', 'model', 'model')",24
"('estrogen', 'progesterone', 'receptor')",23
"('prostate', 'cancer', 'cell')",23
"('school', 'public', 'health')",23
"('squamous', 'cell', 'carcinoma')",23
"('white', 'meat', 'drippings')",23
"('women', 'intervention', 'nutrition')",23
"('birth', 'parity', 'age')",22
"('overall', 'breast', 'cancer')",22
"('diet', 'breast', 'cancer')",21
"('first', 'birth', 'parity')",21
"('healthy', 'eating', 'living')",21
"('incidence', 'total', 'cancer')",21
"('red', 'meat', 'processed')",21
"('van', 'den', 'brandt')",21
"('vegetable', 'intake', 'total')",21
"('white', 'meat', 'mutagen')",21
"('women', 'healthy', 'eating')",21
"('world', 'cancer', 'cancer')",21
"('breast', 'cancer', 'postmenopausal')",20
"('cancer', 'epidemiol', 'biomark')",20
"('cancer', 'prevention', 'guidelines')",20
"('cancer', 'risk', 'prospective')",20
"('human', 'breast', 'cancer')",20
"('intake', 'prostate', 'cancer')",20
"('intake', 'total', 'cancer')",20
"('lower', 'risk', 'breast')",20
"('pancreatic', 'cancer', 'risk')",20
"('total', 'fruit', 'intake')",20
"('associated', 'reduced', 'risk')",19
"('cancer', 'nutrition', 'epic')",19
"('epic', 'prospective', 'investigation')",19
"('hormone', 'receptor', 'status')",19
"('hormone', 'replacement', 'therapy')",19
"('likelihood', 'ratio', 'test')",19
"('nutrition', 'manuscript', 'received')",19
"('public', 'health', 'nutr')",19
"('risk', 'postmenopausal', 'breast')",19
"('selenium', 'selenium', 'vitamin')",19
"('society', 'nutrition', 'manuscript')",19
"('vegetable', 'intake', 'risk')",19
"('vitamin', 'cancer', 'prevention')",19
"('breast', 'cancer', 'cell')",18
"('breast', 'cancer', 'events')",18
"('breast', 'cancer', 'prognosis')",18
"('breast', 'cancer', 'survivors')",18
"('cancer', 'cell', 'lines')",18
"('cases', 'age', 'adjusted')",18
"('epidermal', 'growth', 'factor')",18
"('factors', 'breast', 'cancer')",18
"('fried', 'broiled', 'baked')",18
"('incidence', 'lung', 'cancer')",18
"('red', 'meat', 'red')",18
"('red', 'meat', 'subtypes')",18
"('selenium', 'vitamin', 'cancer')",18
"('total', '\xef\xac\x82avonoid', 'intake')",18
"('vigorous', 'physical', 'activity')",18
"('vitamin', 'receptor', 'gene')",18
"('vitamin', 'selenium', 'selenium')",18
"('alternate', 'mediterranean', 'diet')",17
"('breast', 'cancer', 'recurrence')",17
"('cancer', 'breast', 'cancer')",17
"('cancer', 'postmenopausal', 'women')",17
"('cancer', 'prevention', 'trial')",17
"('cancer', 'risk', 'cancer')",17
"('consumption', 'red', 'meat')",17
"('dietary', 'fat', 'intake')",17
"('energy', 'intake', 'dietary')",17
"('family', 'history', 'cancer')",17
"('food', 'chem', 'toxicol')",17
"('intake', 'dietary', '\xef\xac\x81ber')",17
"('meat', 'white', 'meat')",17
"('mortality', 'deaths', 'basic')",17
"('physical', 'activity', 'prevention')",17
"('rectal', 'cancer', 'cases')",17
"('red', 'meat', 'mutagen')",17
"('statistically', 'signi\xef\xac\x81', 'cant')",17
"('among', 'postmenopausal', 'women')",16
"('arch', 'intern', 'med')",16
"('associated', 'decreased', 'risk')",16
"('cancer', 'nutr', 'cancer')",16
"('cancer', 'rectal', 'cancer')",16
"('clin', 'endocrinol', 'metab')",16
"('dietary', 'approaches', 'stop')",16
"('estrogen', 'receptor', 'positive')",16
"('global', 'perspective', 'washington')",16
"('intake', 'risk', 'breast')",16
