"('risk', 'colorectal', 'cancer')",73
"('food', 'frequency', 'questionnaire')",29
"('validated', 'food', 'frequency')",27
"('summary', 'relative', 'risk')",25
"('frequency', 'questionnaire', 'food')",24
"('questionnaire', 'food', 'items')",24
"('body', 'mass', 'index')",23
"('women', 'age', 'cases')",23
"('commercial', 'reuse', 'see')",20
"('http', 'subscribe', 'http')",20
"('reprints', 'http', 'subscribe')",20
"('reuse', 'see', 'reprints')",20
"('see', 'reprints', 'http')",20
"('http', 'bmj', 'november')",19
"('subscribe', 'http', 'bmj')",19
"('whole', 'grain', 'intake')",19
"('dietary', 'fibre', 'whole')",17
"('bmj', 'november', 'page')",16
"('fibre', 'risk', 'colorectal')",16
"('high', 'versus', 'low')",16
"('versus', 'low', 'intake')",16
"('fibre', 'whole', 'grain')",15
"('intake', 'risk', 'colorectal')",15
"('total', 'dietary', 'fibre')",14
"('men', 'women', 'age')",13
"('family', 'history', 'colorectal')",12
"('fibre', 'whole', 'grains')",12
"('history', 'colorectal', 'cancer')",12
"('intake', 'dietary', 'fibre')",12
"('age', 'cases', 'validated')",11
"('cases', 'validated', 'food')",11
"('fibre', 'cereal', 'fibre')",11
"('cereal', 'fibre', 'whole')",10
"('fibre', 'fruit', 'fibre')",10
"('fibre', 'vegetable', 'fibre')",10
"('food', 'items', 'na')",10
"('fruit', 'fibre', 'vegetable')",10
"('cancer', 'causes', 'control')",9
"('publications', 'included', 'analysis')",9
"('colorectal', 'cancer', 'risk')",8
"('fibre', 'intake', 'risk')",8
"('items', 'aoac', 'method')",8
"('analysis', 'high', 'versus')",7
"('cases', 'among', 'participants')",7
"('food', 'items', 'aoac')",7
"('highest', 'versus', 'lowest')",7
"('relative', 'risk', 'heterogeneity')",7
"('years', 'men', 'women')",7
"('age', 'body', 'mass')",6
"('among', 'participants', 'summary')",6
"('cancer', 'summary', 'relative')",6
"('cases', 'colon', 'cancer')",6
"('colorectal', 'cancer', 'summary')",6
"('dietary', 'fibre', 'cereal')",6
"('dietary', 'fibre', 'fruit')",6
"('dietary', 'fibre', 'risk')",6
"('grain', 'intake', 'risk')",6
"('grains', 'risk', 'colorectal')",6
"('incidence', 'colorectal', 'cancer')",6
"('included', 'analysis', 'high')",6
"('iowa', 'women', 'health')",6
"('participants', 'summary', 'relative')",6
"('risk', 'colon', 'cancer')",6
"('size', 'sex', 'age')",6
"('web', 'extra', 'figure')",6
"('whole', 'grains', 'risk')",6
"('years', 'women', 'age')",6
"('adjustment', 'confounders', 'age')",5
"('age', 'cases', 'colon')",5
"('age', 'cases', 'diet')",5
"('cancer', 'epidemiol', 'biomarkers')",5
"('cases', 'diet', 'assessment')",5
"('diet', 'assessment', 'items')",5
"('dietary', 'fibre', 'intake')",5
"('egger', 'test', 'begg')",5
"('fibre', 'high', 'versus')",5
"('intake', 'incidence', 'colorectal')",5
"('mass', 'index', 'alcohol')",5
"('november', 'page', 'table')",5
